3093 3145 52 2 151734 0.006484 0.000277 -0.001303 -173.002853 -30.114929 33.930412
3093 3145 52 2 230993 0.006432 0.000808 -0.001287 -180.296478 -34.915668 -16.301983
3093 3145 52 2 294151 0.006172 -0.000151 -0.001094 -215.801331 -20.279413 142.087677
3093 3145 52 2 226372 0.006037 -0.000005 -0.000479 -203.457764 -20.687325 117.441109
3093 3145 52 2 240957 0.006200 -0.000127 -0.001284 -258.082947 -32.512470 107.022621
3093 3145 52 2 285569 0.006251 0.000013 -0.000700 -252.250305 -46.307991 113.368149
3093 3145 52 2 217288 0.006413 -0.000261 -0.001399 -242.672165 -27.216644 138.610718
3093 3145 52 2 229340 0.006797 -0.000291 -0.001320 -249.500046 -21.698093 115.414993
3093 3145 52 2 240997 0.006587 -0.000040 -0.001133 -229.999359 -19.781982 111.787270
3093 3145 52 2 211022 0.006884 -0.000581 -0.000855 -246.917999 0.359965 104.024246
3093 3145 52 2 274210 0.005778 0.000346 -0.001389 -178.502625 -31.922119 134.650665
3093 3145 52 2 289333 0.007042 -0.000252 -0.001115 -241.420807 -12.955446 98.966293
3093 3145 52 2 295055 0.007121 -0.000733 -0.000434 -249.446014 -16.666519 105.836472
3093 3145 52 2 298947 0.006992 -0.000802 -0.000898 -251.266342 -1.140741 110.613312
3093 3145 52 2 223687 0.007383 -0.000904 -0.000826 -252.432693 -4.711720 90.335632
3093 3145 52 2 220077 0.006023 -0.000002 -0.000672 -267.246643 -40.569977 130.750854
3093 3145 52 2 259325 0.006402 0.000320 -0.001227 -232.975952 -36.618298 109.852646
3093 3145 52 2 223945 0.006524 0.000647 -0.000951 -194.428909 -39.651806 78.753235
3093 3145 52 2 201310 0.006418 0.000551 -0.000912 -252.590652 -57.998211 104.894836
3093 3145 52 2 266185 0.006150 0.000530 -0.000835 -238.768341 -43.353134 83.878578
3093 3145 52 2 268265 0.006172 0.000418 -0.000985 -239.968719 -45.179790 114.070404
3093 3145 52 2 219435 0.006408 0.000897 -0.001061 -206.343048 -52.506973 79.948761
3093 3145 52 2 220854 0.006567 0.000568 -0.001187 -188.117340 -37.782394 104.594032
3093 3145 52 2 238849 0.006307 0.000004 -0.000960 -257.337372 -38.035667 110.579361
3093 3145 52 2 220932 0.006609 0.000234 -0.000594 -248.725311 -28.298426 79.287567
3093 3145 52 2 210916 0.005939 0.000392 -0.001200 -215.881622 -40.586544 136.120087
3093 3145 52 2 230360 0.006113 0.000523 -0.001236 -237.365479 -46.413101 114.566170
3093 3145 52 2 271182 0.006688 0.000501 -0.000812 -211.740479 -38.115067 108.585999
3093 3145 52 2 204590 0.006748 0.000129 -0.000936 -233.855927 -35.000984 101.409416
3093 3145 52 2 211249 0.005615 0.000344 -0.001347 -190.273285 -39.190071 109.263657
3093 3145 52 2 299781 0.006402 0.000312 -0.000806 -164.686096 -24.534634 81.295586
3093 3145 52 2 299812 0.005634 0.000353 -0.001309 -200.582062 -59.388016 126.884964
3093 3145 52 2 234740 0.006383 0.000476 -0.001062 -180.082748 -37.537010 69.888168
3093 3145 52 2 279379 0.006550 -0.000681 -0.001371 -249.637726 -19.823118 98.958786
3093 3145 52 2 288340 0.006113 0.000121 -0.001037 -184.645782 -31.979574 89.270218
3093 3145 52 2 209852 0.006048 0.000148 -0.000979 -266.664001 -35.276134 123.444809
3093 3145 52 2 251151 0.006502 0.000188 -0.000668 -259.143768 -32.348705 120.095520
3093 3145 52 2 269776 0.007598 -0.001241 -0.001239 -220.546249 10.764400 90.203262
3093 3145 52 2 280566 0.007526 -0.001146 -0.001229 -240.974945 9.224251 86.687347
3093 3145 52 2 254461 0.005795 0.001391 -0.001039 -161.613541 -62.334858 115.015091
3093 3145 52 2 244669 0.005903 0.001222 -0.000960 -179.868347 -77.560715 108.905128
3093 3145 52 2 236172 0.006204 0.001393 -0.000942 -192.298111 -67.471992 98.990623
3093 3145 52 2 220824 0.006076 0.001319 -0.000826 -175.035233 -73.250694 98.164406
3093 3145 52 2 254145 0.006294 0.001136 -0.001131 -169.528336 -57.133244 78.531860
3093 3145 52 2 242316 0.005850 0.001227 -0.001296 -169.005966 -62.122128 122.329720
